# qs	refl
0.19922301601237474	0.01605155892305923
0.20133360952464113	0.015074578236682703
0.20344418955942148	0.012590890825159736
0.20555475597543127	0.010502745622731947
0.20766530863138696	0.009133976493745177
0.20977584738600594	0.007111897613985458
0.2118863720980064	0.0061779871631616355
0.21399688262610767	0.004131104604926981
0.21610737882902992	0.003200611562677058
0.21821786056549422	0.002263895183549167
0.22032832769422273	0.0014238063067726868
0.22243878007393855	0.0009128575244951476
0.22454921756336568	0.0006041783898371118
0.2266596400212293	0.000389264760202124
0.22877004730625536	0.0003194921424417741
0.23088043927717103	0.00033865211178038616
0.23299081579270442	0.0005508390541880424
0.23510117671158468	0.0007449940942599138
0.23721152189254194	0.001088802795159592
0.23932185119430754	0.0014505532639469167
0.24143216447561375	0.0018902451053529569
0.2435424615951939	0.0021131643052458076
0.24565274241178256	0.002840856313966921
0.24776300678411523	0.003095562836985255
0.24987325457092854	0.0035581670427680813
0.2519834856309603	0.003617692714147617
0.25409369982294944	0.0038919390233602166
0.2562038970056359	0.004163797058582911
0.2583140770377608	0.004305503896404167
0.26042423977806656	0.005121901477961576
0.2625343850852966	0.005396293349589817
0.26464451281819545	0.004973568627257709
0.26675462283550905	0.005057151333783905
0.2688647149959843	0.004863404707296234
0.2709747891583694	0.00478978488315883
0.27308484518141385	0.004435431108506699
0.2751948829238681	0.004484260484045139
0.27730490224448406	0.004917965838462418
0.27941490300201477	0.0042008576440047225
0.28152488505521456	0.004096840381840546
0.28363484826283897	0.003846982343367708
0.28574479248364476	0.0036747042041821
0.2878547175763901	0.002972274143925533
0.2899646233998343	0.0027602135456187365
0.29207450981273797	0.002324446375955434
0.29418437667386327	0.0022590502723948643
0.29629422384197335	0.0018949959271130452
0.29840405117583274	0.0015383942385784465
0.3005138585342075	0.0011977609087953371
0.30262364577586465	0.0010164300785531163
0.30473341275957294	0.0007914826726644626
0.30684315934410233	0.0007012944152490921
0.30895288538822413	0.0004815929375945692
0.3110625907507109	0.00033395882701142216
0.313172275290337	0.00023120464842243631
0.31528193886587763	0.00015599046963816088
0.3173915813361098	0.00010245301858489331
0.31950120255981174	8.019506420109863e-05
0.32161080239576323	6.837299711101665e-05
0.32372038070274534	7.868296874204744e-05
0.3258299373395407	0.00011093913572101357
0.3279394721649333	0.00014191010896008333
0.3300489850377087	0.0002150820331299286
0.3321584758166538	0.0002787564584268165
0.33426794436055707	0.0003768249226747129
0.3363773905282084	0.00042153398731524104
0.3384868141783994	0.0004914790119947629
0.34059621516992267	0.0005663679853922879
0.3427055933615729	0.0007250750525281221
0.3448149486121461	0.0007411318779593934
0.3469242807804397	0.0008184493635353196
0.3490335897252527	0.0009816278793597297
0.35114287530538585	0.0010590165156332064
0.3532521373796413	0.001066684970775434
0.35536137580682264	0.0011240167923818362
0.3574705904457354	0.0011379964374802342
0.35957978115518646	0.0010707359275712726
0.36168894779398425	0.0013058370846841178
0.36379809022093906	0.0012666593838014423
0.3659072082948626	0.00113048947725802
0.3680163018745682	0.0010642242980488316
0.3701253708188709	0.0010194536917799092
0.37223441498658744	0.0010391624143109
0.37434343423653615	0.0009952982143868125
0.37645242842753707	0.0008940936959732262
0.37856139741841177	0.0008653939362087399
0.3806703410679836	0.0008217265162455087
0.3827792592350779	0.0007850895440382351
0.3848881517785211	0.0007321890269308015
0.3869970185571419	0.0005915361675887841
0.3891058594297705	0.0005593366581450815
0.3912146742552387	0.00046698942010872093
0.3933234628923804	0.00046363139009580136
0.39543222520003096	0.00034266306384559233
0.39754096103702746	0.000330319082225575
0.39964967026220904	0.0002542425035764327
0.40175835273441646	0.00021429794386530656
0.40386700831249217	0.00014946652755948095
0.4059756368552806	0.00012230438025902045
0.40808423822162787	8.059216630665744e-05
0.410192812270382	6.138509517176136e-05
0.4123013588603927	4.72404641610878e-05
0.4144098778505118	2.7450572483470537e-05
0.41651836909959267	2.1572439188282072e-05
0.4186268324664906	1.9761171963944626e-05
0.42073526781006293	2.6960821210576892e-05
0.4228436749891687	3.5140130349074585e-05
0.42495205386266893	4.54595500362281e-05
0.4270604042894265	6.760202952460201e-05
