# qs	refl
0.007120925792496737	0.3487367575792391
0.009232154249731724	0.399277510611867
0.011343382088956484	0.5361685753203317
0.013454609168843171	0.6060321275484132
0.015565835348064008	0.6682102971421268
0.017677060485291256	0.7039819404556186
0.019788284439197276	0.6913452190140561
0.021899507068454466	0.8804890777366413
0.024010728231735355	0.921902335022236
0.026121947787712547	0.963096933177655
0.028233165595058753	0.9975447217983697
0.03034438151244681	0.9121946048349275
0.032455595398549676	0.9955636856456167
0.03456680711204045	0.9054244616523778
0.03667801651159239	0.9683806015769834
0.038789223455878846	0.9744626180617978
0.04090042780357342	1.0421348123107483
0.04301162941334983	1.0379743266501784
0.04512282814388199	1.064220665096342
0.04723402385384403	0.911494678648795
0.04934521640191025	1.0819923157519946
0.05145640564675517	0.9325284134737799
0.053567591447053545	0.9963723638240957
0.05567877366148034	1.0667985758398386
0.057789952148710765	1.0106786834875205
0.059901126767420314	1.0205385364515263
0.062012297376284685	0.9297623374064291
0.06412346383397989	0.9797832297936667
0.06623462599918217	0.9909552188978543
0.06834578373056813	0.9062836549327085
0.07045693688681458	0.9980118380107483
0.07256808532659871	0.9488150011895894
0.07467922890859796	0.8947298357411602
0.07679036749149018	0.8894094058276816
0.07890150093395348	0.8656486223122247
0.08101262909466635	0.9884032752165187
0.08312375183230762	1.0079116621756323
0.08523486900555648	0.9672601842488474
0.0873459804730925	0.8868269170221028
0.08945708609359566	0.8771876481733801
0.09156818572574627	0.921694530925376
0.09367927922822507	0.9101499259133337
0.09579036645971327	0.888973588302746
0.09790144727889238	0.8773454731432894
0.10001252154444443	0.7575858228558842
0.10212358911505186	0.8302668368836928
0.10423464984939758	0.7892311298829785
0.10634570360616488	0.7221812767809187
0.10845675024403766	0.6893778850758057
0.11056778962170014	0.5987220182272128
0.11267882159783711	0.6018630496226443
0.11478984603113389	0.471702173196253
0.1169008627802762	0.4710140711190918
0.11901187170395036	0.4163892209437999
0.1211228726608432	0.370279755678312
0.12323386550964202	0.2858336820756265
0.12534485010903476	0.23969927504860455
0.12745582631770988	0.20696097196200344
0.1295667939943563	0.14240601158582455
0.1316777529976637	0.12749921326536862
0.1337887031863222	0.08971274206325366
0.1358996444190225	0.06163489956234341
0.138010576554456	0.0390939407427654
0.14012149945131464	0.026717790111583723
0.142232412968291	0.015575512144402351
0.14434331696407826	0.00793712748446444
0.14645421129737032	0.005026209909389299
0.1485650958268616	0.004657319394798864
0.1506759704112473	0.00679178582088814
0.15278683490922318	0.008397754545873666
0.1548976891794857	0.012969658523676908
0.15700853308073218	0.01510152080237985
0.1591193664716603	0.01987154889665179
0.16123018921096874	0.023748996932839123
0.16334100115735672	0.028440595982385367
0.16545180216952426	0.031025603514066732
0.1675625921061721	0.03220765121205534
0.16967337082600176	0.03791972946033019
0.1717841381877154	0.03599126794147085
0.17389489405001599	0.03388882238498609
0.17600563827160737	0.036767367285140976
0.178116370711194	0.03351338989232448
0.18022709122748123	0.039465286405063166
0.1823377996791752	0.03371639018579238
0.18444849592498283	0.031978809767383064
0.18655917982361186	0.028169166017997082
0.1886698512337709	0.030751678903488067
0.19078051001416932	0.02453108937428732
0.1928911560235173	0.026464411362191312
0.19500178912052613	0.023881333901529085
0.19711240916390765	0.021452659287062446
